L_Scene,R_Scene,Points_L,Points_R,PtTotal,blockFile,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Encoding_Loop.thisRepN,Practice_Encoding_Loop.thisTrialN,Practice_Encoding_Loop.thisN,Practice_Encoding_Loop.thisIndex,Practice_Response_Fail_Loop.thisRepN,Practice_Response_Fail_Loop.thisTrialN,Practice_Response_Fail_Loop.thisN,Practice_Response_Fail_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,Practice_Attention_Loop.thisRepN,Practice_Attention_Loop.thisTrialN,Practice_Attention_Loop.thisN,Practice_Attention_Loop.thisIndex,Practice_EncBrk_Loop.thisRepN,Practice_EncBrk_Loop.thisTrialN,Practice_EncBrk_Loop.thisN,Practice_EncBrk_Loop.thisIndex,Encoding_Loop.thisRepN,Encoding_Loop.thisTrialN,Encoding_Loop.thisN,Encoding_Loop.thisIndex,EncStim_Loop.thisRepN,EncStim_Loop.thisTrialN,EncStim_Loop.thisN,EncStim_Loop.thisIndex,Response_Fail_Loop.thisRepN,Response_Fail_Loop.thisTrialN,Response_Fail_Loop.thisN,Response_Fail_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,Attention_Loop.thisRepN,Attention_Loop.thisTrialN,Attention_Loop.thisN,Attention_Loop.thisIndex,EncBrk_Loop.thisRepN,EncBrk_Loop.thisTrialN,EncBrk_Loop.thisN,EncBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.started,Encoding_Resp.keys,Encoding_Resp.rt,R_Point_FB_Stim.started,Attn_resp.keys,Attn_resp.rt,Progress_Tracker.started,EncBrk_Resp.keys,EncBrk_Resp.rt,Encoding_Resp.stopped,participant,Group,date,expName,psychopyVersion,frameRate,
8186.jpg,F078.jpg,2 Points,2 Points,23 Points,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.3352748330217,q,1.411746958969161,1218.8922184580006,2,2.227112125023268,1231.3711114579346,space,2.4160342089599,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.5135650009615347,,,,,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
1019.jpg,2120.jpg,0 Points,0 Points,0 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1262.2085181239527,q,1.145527001004666,1263.470427207998,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
6900.jpg,8531.jpg,4 Points,4 Points,4 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,1267.6815192080103,p,0.8889235839014873,1268.6463497079676,4,3.5502880420535803,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
5594.jpg,5750.jpg,5 Points,5 Points,9 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,1276.5253448330332,p,1.5010071250144392,1278.102438041009,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
2205.jpg,3053.jpg,4 Points,4 Points,13 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,1282.345570540987,q,2.3041624589823186,1284.7228302489966,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
3250.jpg,A053.jpg,3 Points,3 Points,16 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,1288.9655767909717,q,1.5896774999564514,1290.6682586659444,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
7950.jpg,7187.jpg,1 Point,1 Point,17 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,1294.884118832997,q,1.2219482919899747,1296.2060899159405,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
5535.jpg,8210.jpg,3 Points,3 Points,20 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,1300.4223171659978,p,1.2282873339718208,1301.7104812079342,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9001.jpg,9620.jpg,1 Point,1 Point,21 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,1305.960402415949,q,2.4334918749518692,1308.4752262079855,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
1110.jpg,9331.jpg,2 Points,2 Points,23 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,1312.7066911659203,q,1.5186574590625241,1314.3033126239898,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
7820.jpg,1121.jpg,0 Points,0 Points,23 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,1318.5415242080344,p,1.539126333897002,1320.1576417909237,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
7186.jpg,9182.jpg,2 Points,2 Points,25 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,1324.406885748962,q,1.9062637930037454,1326.389263582998,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9280.jpg,9390.jpg,1 Point,1 Point,26 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,1330.6252757490147,p,1.2559924179222435,1331.9558097909903,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
2440.jpg,7351.jpg,4 Points,4 Points,30 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,1336.197021082975,p,1.5964210010133684,1337.8710536239669,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
6834.jpg,9120.jpg,5 Points,5 Points,35 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,1342.1185734160244,p,2.772189209004864,1344.9560323329642,5,1.3086892509600148,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9230.jpg,9181.jpg,0 Points,0 Points,35 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,1350.5834563330282,q,2.256819084053859,1352.9007587080123,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
8260.jpg,8280.jpg,3 Points,3 Points,38 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,1357.163992082933,p,1.7334101260639727,1358.962358165998,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9470.jpg,9400.jpg,3 Points,3 Points,41 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,1363.2105012909742,q,1.903105084085837,1365.1626737909392,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
2616.jpg,7238.jpg,4 Points,4 Points,45 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,1369.4204193740152,q,1.5798326259246096,1371.0698601659387,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9430.jpg,3010.jpg,5 Points,5 Points,50 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,1375.326473249006,q,1.257544375024736,1376.6492944159545,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
1661.jpg,1321.jpg,3 Points,3 Points,53 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,1380.899630208034,q,1.348694666987285,1382.3136915409705,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
8041.jpg,2271.jpg,2 Points,2 Points,55 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,1386.572120332974,q,1.188203293015249,1387.8212801240152,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9180.jpg,9046.jpg,3 Points,3 Points,58 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,1392.0755532489857,p,1.5244631259702146,1393.6689108329592,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
2691.jpg,7640.jpg,0 Points,0 Points,58 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,1397.9222991239512,p,1.3256843340350315,1399.3066972489469,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
1660.jpg,2840.jpg,2 Points,2 Points,60 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,,,,,1403.5656913330313,p,1.193820499931462,1404.8313424160006,,,1415.3152450409252,space,9.891095041995868,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9480.jpg,9250.jpg,0 Points,0 Points,60 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,1428.5215192909818,q,1.8457270419457927,1430.42522937397,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9910.jpg,6940.jpg,2 Points,2 Points,62 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,1434.6789478330174,q,1.672749293036759,1436.407920083031,2,1.8281309170415625,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
4535.jpg,1811.jpg,1 Point,1 Point,63 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,1442.551234790939,p,2.927725708927028,1445.554065290955,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
2020.jpg,1947.jpg,5 Points,5 Points,68 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,1449.8012417909922,p,1.492894833907485,1451.372919040965,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9160.jpg,1200.jpg,4 Points,4 Points,72 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,1455.6237384580309,p,1.1590879999566823,1456.86343191599,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9520.jpg,1931.jpg,3 Points,3 Points,75 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,1461.101979332976,p,1.1841348339803517,1462.3602177079301,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
7830.jpg,2499.jpg,3 Points,3 Points,78 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,1466.604192623985,q,1.2032661678967997,1467.8778008739464,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
6830.jpg,6212.jpg,4 Points,4 Points,82 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,,,1472.1414777910104,p,1.4332887090276927,1473.649027373991,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
7285.jpg,4233.jpg,5 Points,5 Points,87 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,,,,,1477.903696082998,q,1.9029867500066757,1479.8748308329377,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
1740.jpg,7480.jpg,0 Points,0 Points,87 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,,,,,1484.124087373959,p,1.1609851670218632,1485.3638377910247,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
7380.jpg,1220.jpg,1 Point,1 Point,88 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,,,,,1489.6033600409282,q,2.4824846260016784,1492.1519745410187,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
3061.jpg,2717.jpg,4 Points,4 Points,92 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,,,,,1496.3989408329362,p,2.574925167951733,1499.0331445409684,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
5460.jpg,5800.jpg,0 Points,0 Points,92 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,,,,,1503.2874351239298,p,1.2065653760218993,1504.568123832927,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
2215.jpg,2512.jpg,1 Point,1 Point,93 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,,,,,1508.8110859580338,p,1.2987529590027407,1510.179366291035,1,1.162919083959423,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
3000.jpg,6200.jpg,5 Points,5 Points,98 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,,,,,1515.6563168739667,p,2.06893808406312,1517.8034773329273,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
1945.jpg,2800.jpg,4 Points,4 Points,102 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,,,,,1522.0399354579858,q,3.0861047509824857,1525.1966354160104,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
5660.jpg,5201.jpg,0 Points,0 Points,102 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,,,,,1529.4334365410032,p,1.2204105430282652,1530.728269290994,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
3266.jpg,7360.jpg,1 Point,1 Point,103 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,,,1534.9772480829852,p,1.5240908761043102,1536.5791907079984,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
F149.jpg,3030.jpg,0 Points,0 Points,103 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,,,1540.822661333019,q,1.7829363759374246,1542.7164109159494,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
5410.jpg,1450.jpg,5 Points,5 Points,108 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,1546.9294496240327,p,1.2599037090549245,1548.2983808330027,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9101.jpg,9571.jpg,2 Points,2 Points,110 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,20,20,20,,,,,,,,,,,,,,,,,,,1552.5092406659387,q,2.6717201670398936,1555.2347079989268,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9110.jpg,3051.jpg,1 Point,1 Point,111 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,21,21,21,,,,,,,,,,,,,,,,,,,1559.5029634989332,q,1.742113751010038,1561.3156605829718,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
2100.jpg,7205.jpg,5 Points,5 Points,116 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,22,22,22,,,,,,,,,,,,,,,,,,,1565.5519183329307,p,1.2365359170362353,1566.867950957967,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
3160.jpg,6210.jpg,1 Point,1 Point,117 Points,PS1_L2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,,,1571.11268583301,q,1.9881073760334402,1573.182990915957,,,1583.7155329579255,space,21.337044333922677,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
7283.jpg,1720.jpg,4 Points,4 Points,121 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,1608.3680076659657,p,0.8435124589595944,1609.2825739990221,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
6571.jpg,P237.jpg,2 Points,2 Points,123 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,1613.5386796239763,q,1.5608724589692429,1615.2144529159414,2,1.9269611260388047,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
6260.jpg,3062.jpg,3 Points,3 Points,126 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,1621.4652167080203,q,1.154316168045625,1622.7278021660168,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
6150.jpg,2206.jpg,0 Points,0 Points,126 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,,,,,1626.9328550409991,q,1.341942458995618,1628.35258066596,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
9300.jpg,1050.jpg,4 Points,4 Points,130 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,,,,,1632.5946356239729,p,1.528337500989437,1634.188142583007,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
F365.jpg,3180.jpg,5 Points,5 Points,135 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,,,,,,,1638.4381800410338,p,1.500539084081538,1640.0410150409443,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
2320.jpg,2791.jpg,4 Points,4 Points,139 Points,PS1_L3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,6,6,6,,,,,,,,,,,,,,,,,,,1644.265739999013,q,1.657398251001723,1645.9999343330273,,,,,,,158209,A,2024-06-27_11h14.18.383,EPIDM,2023.1.2,59.78864690199872,
