L_Scene,R_Scene,Points_L,Points_R,PtTotal,blockFile,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Encoding_Loop.thisRepN,Practice_Encoding_Loop.thisTrialN,Practice_Encoding_Loop.thisN,Practice_Encoding_Loop.thisIndex,Practice_Response_Fail_Loop.thisRepN,Practice_Response_Fail_Loop.thisTrialN,Practice_Response_Fail_Loop.thisN,Practice_Response_Fail_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,Practice_Attention_Loop.thisRepN,Practice_Attention_Loop.thisTrialN,Practice_Attention_Loop.thisN,Practice_Attention_Loop.thisIndex,Practice_EncBrk_Loop.thisRepN,Practice_EncBrk_Loop.thisTrialN,Practice_EncBrk_Loop.thisN,Practice_EncBrk_Loop.thisIndex,Encoding_Loop.thisRepN,Encoding_Loop.thisTrialN,Encoding_Loop.thisN,Encoding_Loop.thisIndex,EncStim_Loop.thisRepN,EncStim_Loop.thisTrialN,EncStim_Loop.thisN,EncStim_Loop.thisIndex,Response_Fail_Loop.thisRepN,Response_Fail_Loop.thisTrialN,Response_Fail_Loop.thisN,Response_Fail_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,Attention_Loop.thisRepN,Attention_Loop.thisTrialN,Attention_Loop.thisN,Attention_Loop.thisIndex,EncBrk_Loop.thisRepN,EncBrk_Loop.thisTrialN,EncBrk_Loop.thisN,EncBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.started,Encoding_Resp.keys,Encoding_Resp.rt,R_Point_FB_Stim.started,Attn_resp.keys,Attn_resp.rt,Progress_Tracker.started,EncBrk_Resp.keys,EncBrk_Resp.rt,participant,Group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.011521625012392,,,,,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
A060.jpg,F041.jpg,5 Points,5 Points,5 Points,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.98503095901106,q,2.1874054160143714,131.3241178750177,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
O161.jpg,1812.jpg,2 Points,2 Points,7 Points,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.4924220420071,p,1.9597479999938514,137.5953105840017,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
O013.jpg,A001.jpg,3 Points,3 Points,10 Points,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.7747857500217,q,1.9252518749854062,143.84268579201307,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
P036.jpg,F273.jpg,5 Points,5 Points,15 Points,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.00702925000223,q,2.509217125014402,150.69148450001376,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
L130.jpg,2393.jpg,0 Points,0 Points,15 Points,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.8338314590219,q,1.9462634999945294,156.92165212502005,0,4.82138604199281,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
F279.jpg,P033.jpg,3 Points,3 Points,18 Points,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.01981145900209,p,3.353076833009254,169.55085391702596,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
A104.jpg,2593.jpg,2 Points,2 Points,20 Points,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.68374033400323,q,1.9603645829774905,175.7877327919996,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
2598.jpg,2605.jpg,0 Points,0 Points,20 Points,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.97502066701418,q,1.804229542001849,181.840303459001,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
L005.jpg,O011.jpg,1 Points,1 Points,21 Points,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.09371204199851,p,1.7263490000041202,187.9538178340008,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
8186.jpg,F078.jpg,2 Points,2 Points,23 Points,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.12073879200034,q,1.2818830000178423,193.54706837501726,2,1.8579687500023283,205.67654091701843,space,12.030168666009558,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.870311416016193,,,,,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
1019.jpg,2120.jpg,0 Points,0 Points,0 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,232.76757466699928,q,0.9550841670134105,233.84279695901205,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
6900.jpg,8531.jpg,4 Points,4 Points,4 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,238.04854095901828,p,1.0182972500042524,239.14592570901732,4,2.085278125014156,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
5594.jpg,5750.jpg,5 Points,5 Points,9 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,245.55047737501445,q,1.5955602089816239,247.22884350002278,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
2205.jpg,3053.jpg,4 Points,4 Points,13 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,251.46737749999738,p,1.6781394999998156,253.21690100000706,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
3250.jpg,A053.jpg,3 Points,3 Points,16 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,257.4726424170076,q,1.2569817499897908,258.8428326249996,,,,,,48,A,2025-01-10_09h11.07.282,EPIDM,2023.1.2,59.61516906382729,
