L_Scene,R_Scene,Points_L,Points_R,PtTotal,blockFile,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Encoding_Loop.thisRepN,Practice_Encoding_Loop.thisTrialN,Practice_Encoding_Loop.thisN,Practice_Encoding_Loop.thisIndex,Practice_Response_Fail_Loop.thisRepN,Practice_Response_Fail_Loop.thisTrialN,Practice_Response_Fail_Loop.thisN,Practice_Response_Fail_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,Practice_Attention_Loop.thisRepN,Practice_Attention_Loop.thisTrialN,Practice_Attention_Loop.thisN,Practice_Attention_Loop.thisIndex,Practice_EncBrk_Loop.thisRepN,Practice_EncBrk_Loop.thisTrialN,Practice_EncBrk_Loop.thisN,Practice_EncBrk_Loop.thisIndex,Encoding_Loop.thisRepN,Encoding_Loop.thisTrialN,Encoding_Loop.thisN,Encoding_Loop.thisIndex,EncStim_Loop.thisRepN,EncStim_Loop.thisTrialN,EncStim_Loop.thisN,EncStim_Loop.thisIndex,Response_Fail_Loop.thisRepN,Response_Fail_Loop.thisTrialN,Response_Fail_Loop.thisN,Response_Fail_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,Attention_Loop.thisRepN,Attention_Loop.thisTrialN,Attention_Loop.thisN,Attention_Loop.thisIndex,EncBrk_Loop.thisRepN,EncBrk_Loop.thisTrialN,EncBrk_Loop.thisN,EncBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.started,Encoding_Resp.keys,Encoding_Resp.rt,R_Point_FB_Stim.started,Attn_resp.keys,Attn_resp.rt,Encoding_Resp.stopped,Progress_Tracker.started,EncBrk_Resp.keys,EncBrk_Resp.rt,participant,Group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.449402499999451,,,,,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
A060.jpg,F041.jpg,5 Points,5 Points,5 Points,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.046285458,p,2.920689792000303,676.1182960000006,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
O161.jpg,1812.jpg,2 Points,2 Points,7 Points,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.2884301249996,p,1.4138972920000015,681.8374032079992,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
O013.jpg,A001.jpg,3 Points,3 Points,10 Points,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.0139436249992,q,2.423220499999843,688.5850680420008,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
P036.jpg,F273.jpg,5 Points,5 Points,15 Points,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.7497463330001,p,2.0570743750004112,694.9773472079996,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
L130.jpg,2393.jpg,0 Points,0 Points,15 Points,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.1176301249998,p,2.8079544160000296,702.0752486670008,0,3.9843560419985806,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
F279.jpg,P033.jpg,3 Points,3 Points,18 Points,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.3436557919995,p,2.9342527079998035,713.4551957919994,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
A104.jpg,2593.jpg,2 Points,2 Points,20 Points,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.5871845830006,q,2.547955250000996,720.2718113749997,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
2598.jpg,2605.jpg,0 Points,0 Points,20 Points,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.4539452080007,q,3.550553709000269,728.0709432080002,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
L005.jpg,O011.jpg,1 Points,1 Points,21 Points,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.3127913749995,None,,,,,736.0203690420003,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
8186.jpg,F078.jpg,2 Points,2 Points,23 Points,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.8118812079992,q,1.416643457999271,741.3381707080007,2,1.4997552499999074,,753.1000905830006,space,5.625481707999825,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.978001874999791,,,,,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
1019.jpg,2120.jpg,0 Points,0 Points,0 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,804.5217910829997,q,0.9220777090004049,805.5626927499998,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
6900.jpg,8531.jpg,4 Points,4 Points,4 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,809.7586067079992,q,1.4052352919998157,811.2333508749998,4,1.5394309169996632,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
5594.jpg,5750.jpg,5 Points,5 Points,9 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,817.0858958330009,q,1.4639450000004217,818.6273204169993,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
2205.jpg,3053.jpg,4 Points,4 Points,13 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,822.8551037500001,p,1.0773742500014123,824.0009230420001,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
3250.jpg,A053.jpg,3 Points,3 Points,16 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,828.2520330829993,q,1.6636698749998686,830.0286056669993,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
7950.jpg,7187.jpg,1 Point,1 Point,17 Points,PS1_L1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,834.2409204169999,q,3.6185104590012998,837.9667805829995,,,,,,,49,A,2025-01-14_10h06.07.325,EPIDM,2023.1.2,None,
