L_Scene,R_Scene,L_Pts,R_Pts,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Recognition_Loop.thisRepN,Practice_Recognition_Loop.thisTrialN,Practice_Recognition_Loop.thisN,Practice_Recognition_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,RecStim_Loop.thisRepN,RecStim_Loop.thisTrialN,RecStim_Loop.thisN,RecStim_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,RecBrk_Loop.thisRepN,RecBrk_Loop.thisTrialN,RecBrk_Loop.thisN,RecBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.keys,Encoding_Resp.rt,EncBrk_Resp.keys,EncBrk_Resp.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,17.65250549998018,,,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
F078.jpg,L130.jpg,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,j,6.285413082980085,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
P036.jpg,P217.jpg,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,d,5.042807416990399,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
O161.jpg,F218.jpg,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,j,3.297297458979301,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
F279.jpg,A001.jpg,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,k,1.7056014579720795,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
F273.jpg,A060.jpg,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,s,1.6597814999695402,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
2393.jpg,L055.jpg,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,s,28.070463457988808,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
1812.jpg,2593.jpg,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,a,8.346336624963442,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
O013.jpg,A067.jpg,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,s,3.5958402079704683,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
P033.jpg,P034.jpg,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,d,3.3142618339916226,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
A104.jpg,8186.jpg,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,l,2.041280374978669,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,12.090581124968594,,,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
8041.jpg,9405.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,s,6.001109415985411,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
2214.jpg,5532.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,d,5.749464915978024,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
6360.jpg,6834.jpg,1 Point,5 Points,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,a,5.357336666958872,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
9921.jpg,6370.jpg,1 Points,4 Points,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,l,7.547283333959058,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
5220.jpg,7570.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,j,3.3687646669568494,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
1942.jpg,2515.jpg,1 Points,4 Points,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,j,3.164740540989442,space,1.53455941597349,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
5971.jpg,9050.jpg,5 Points,4 Points,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,d,4.158382333989721,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
7500.jpg,2751.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,s,9.75803737496608,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
9250.jpg,3080.jpg,0 Points,1 Points,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,k,4.752568207972217,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
9530.jpg,7560.jpg,1 Point,4 Points,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,s,4.73182549997,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
2518.jpg,8250.jpg,1 Point,4 Points,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,k,4.233716791990446,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
1932.jpg,9415.jpg,1 Points,4 Points,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,j,10.19356170896208,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
6836.jpg,9411.jpg,4 Points,0 Points,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,a,4.566533208970213,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
9253.jpg,5450.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,k,4.914391165977577,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
1540.jpg,1560.jpg,1 Point,0 Points,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,s,3.8662492499570362,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
7006.jpg,9622.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,j,3.074003791960422,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
1670.jpg,4274.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,j,5.986993499973323,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
9156.jpg,7495.jpg,4 Points,1 Points,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,a,6.992478000000119,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
6910.jpg,1200.jpg,0 Points,4 Points,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,j,8.461384541995358,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
7096.jpg,1111.jpg,5 Points,0 Points,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,s,4.133574249979574,,,47,2024-12-17_12h51.35.409,EPIDM,2023.1.2,None,
