L_Scene,R_Scene,L_Pts,R_Pts,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Recognition_Loop.thisRepN,Practice_Recognition_Loop.thisTrialN,Practice_Recognition_Loop.thisN,Practice_Recognition_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,RecStim_Loop.thisRepN,RecStim_Loop.thisTrialN,RecStim_Loop.thisN,RecStim_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,RecBrk_Loop.thisRepN,RecBrk_Loop.thisTrialN,RecBrk_Loop.thisN,RecBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.keys,Encoding_Resp.rt,EncBrk_Resp.keys,EncBrk_Resp.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,12.448711876058951,,,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
F078.jpg,L130.jpg,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,l,2.748667167034,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
P036.jpg,P217.jpg,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,a,3.4268245010171086,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
O161.jpg,F218.jpg,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,a,1.8625581259839237,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
F279.jpg,A001.jpg,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,l,1.7388760430039838,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
F273.jpg,A060.jpg,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,l,3.8401679589878768,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
2393.jpg,L055.jpg,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,a,1.0763334169751033,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
1812.jpg,2593.jpg,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,a,0.7355480840196833,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
O013.jpg,A067.jpg,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,a,3.7823547089938074,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
P033.jpg,P034.jpg,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,a,1.9720767500111833,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
A104.jpg,8186.jpg,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,l,2.014810918015428,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.6567612510407344,,,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
8041.jpg,6250.2.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,a,3.112577875959687,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
1019.jpg,7004.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,a,4.093206251040101,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
9500.jpg,6834.jpg,1 Point,5 Points,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,l,2.6745444169500843,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
7095.jpg,8531.jpg,1 Points,4 Points,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,l,4.19231154199224,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
5220.jpg,7570.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,l,3.0652904179878533,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
5594.jpg,5991.jpg,5 Points,0 Points,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,a,4.00677724997513,space,2.0124789180699736,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
5971.jpg,9050.jpg,5 Points,4 Points,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,l,3.4135086259339005,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
7550.jpg,2205.jpg,1 Points,4 Points,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,l,1.6316307929810137,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
9480.jpg,6840.jpg,0 Points,1 Points,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,a,4.036076874937862,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
A053.jpg,2716.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,a,8.838809875072911,,,3,2024-06-28_16h10.20.546,EPIDM,2023.1.2,60.78713257237808,
