L_Scene,R_Scene,L_Pts,R_Pts,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Recognition_Loop.thisRepN,Practice_Recognition_Loop.thisTrialN,Practice_Recognition_Loop.thisN,Practice_Recognition_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,RecStim_Loop.thisRepN,RecStim_Loop.thisTrialN,RecStim_Loop.thisN,RecStim_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,RecBrk_Loop.thisRepN,RecBrk_Loop.thisTrialN,RecBrk_Loop.thisN,RecBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.keys,Encoding_Resp.rt,EncBrk_Resp.keys,EncBrk_Resp.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,26.339256834005937,,,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
F078.jpg,L130.jpg,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,j,2.950656667118892,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
P036.jpg,P217.jpg,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,j,1.8610297502018511,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
O161.jpg,F218.jpg,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,k,3.3521568758878857,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
F279.jpg,A001.jpg,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,s,2.3948361261282116,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
F273.jpg,A060.jpg,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,s,2.4619098340626806,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
2393.jpg,L055.jpg,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,d,2.7184395838994533,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
1812.jpg,2593.jpg,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,k,3.4384893339592963,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
O013.jpg,A067.jpg,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,s,2.6328922091051936,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
P033.jpg,P034.jpg,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,d,4.551947667030618,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
A104.jpg,8186.jpg,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,k,5.061122833983973,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.2648604169953614,,,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
2271.jpg,9405.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,k,1.7404372091405094,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
1019.jpg,7004.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,s,1.7537107500247657,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
6360.jpg,6834.jpg,1 Point,5 Points,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,j,2.7098802078980953,,,19,2024-08-30_09h11.24.237,EPIDM,2023.1.2,59.70418086568354,
