L_Scene,R_Scene,L_Pts,R_Pts,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Recognition_Loop.thisRepN,Practice_Recognition_Loop.thisTrialN,Practice_Recognition_Loop.thisN,Practice_Recognition_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,RecStim_Loop.thisRepN,RecStim_Loop.thisTrialN,RecStim_Loop.thisN,RecStim_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,RecBrk_Loop.thisRepN,RecBrk_Loop.thisTrialN,RecBrk_Loop.thisN,RecBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.keys,Encoding_Resp.rt,EncBrk_Resp.keys,EncBrk_Resp.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,32.90097116600373,,,,,55,2025-01-24_13h54.16.021,EPIDM,2023.1.2,60.09839597524925,
F078.jpg,L130.jpg,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,l,3.7622080000146525,,,55,2025-01-24_13h54.16.021,EPIDM,2023.1.2,60.09839597524925,
P036.jpg,P217.jpg,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,j,6.141115874997922,,,55,2025-01-24_13h54.16.021,EPIDM,2023.1.2,60.09839597524925,
O161.jpg,F218.jpg,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,s,3.8529187490203185,,,55,2025-01-24_13h54.16.021,EPIDM,2023.1.2,60.09839597524925,
F279.jpg,A001.jpg,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,k,9.525047291012015,,,55,2025-01-24_13h54.16.021,EPIDM,2023.1.2,60.09839597524925,
F273.jpg,A060.jpg,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,s,4.64795004100597,,,55,2025-01-24_13h54.16.021,EPIDM,2023.1.2,60.09839597524925,
2393.jpg,L055.jpg,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,k,4.437232374009909,,,55,2025-01-24_13h54.16.021,EPIDM,2023.1.2,60.09839597524925,
1812.jpg,2593.jpg,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,k,5.611209206996136,,,55,2025-01-24_13h54.16.021,EPIDM,2023.1.2,60.09839597524925,
O013.jpg,A067.jpg,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,s,2.895705999006168,,,55,2025-01-24_13h54.16.021,EPIDM,2023.1.2,60.09839597524925,
P033.jpg,P034.jpg,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,d,4.326755750007578,,,55,2025-01-24_13h54.16.021,EPIDM,2023.1.2,60.09839597524925,
