L_Scene,R_Scene,L_Pts,R_Pts,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Recognition_Loop.thisRepN,Practice_Recognition_Loop.thisTrialN,Practice_Recognition_Loop.thisN,Practice_Recognition_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,RecStim_Loop.thisRepN,RecStim_Loop.thisTrialN,RecStim_Loop.thisN,RecStim_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,RecBrk_Loop.thisRepN,RecBrk_Loop.thisTrialN,RecBrk_Loop.thisN,RecBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.keys,Encoding_Resp.rt,EncBrk_Resp.keys,EncBrk_Resp.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,20.270652166997024,,,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
F078.jpg,L130.jpg,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,k,6.5139590420003515,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
P036.jpg,P217.jpg,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,l,7.281962457996997,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
O161.jpg,F218.jpg,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,s,9.631321999997454,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
F279.jpg,A001.jpg,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,s,7.612244457999623,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
F273.jpg,A060.jpg,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,s,6.462542958000995,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
2393.jpg,L055.jpg,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,s,6.219008124997345,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
1812.jpg,2593.jpg,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,k,4.816411541996786,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
O013.jpg,A067.jpg,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,j,6.383780667001702,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
P033.jpg,P034.jpg,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,s,3.7228210840003158,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
A104.jpg,8186.jpg,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,k,3.134705792002933,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.479815374997997,,,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
8041.jpg,6250.2.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,s,6.354919165994943,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
4500.jpg,5532.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,s,7.331272082996293,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
9500.jpg,6834.jpg,1 Point,5 Points,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,k,7.057657249995827,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
9921.jpg,1270.jpg,1 Points,4 Points,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,a,6.920184709004388,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
5455.jpg,7570.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,l,5.207387291997293,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
1942.jpg,2515.jpg,1 Points,4 Points,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,k,5.606245208004111,space,2.3701394159979827,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
9912.jpg,9050.jpg,5 Points,4 Points,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,j,6.461240624998027,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
7500.jpg,2751.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,d,3.95458575000157,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
9250.jpg,6840.jpg,0 Points,1 Points,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,a,2.678916583998216,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
9530.jpg,7560.jpg,1 Point,4 Points,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,k,3.603481082991493,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
2381.jpg,8250.jpg,1 Point,4 Points,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,j,6.250032458996429,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
1932.jpg,2053.jpg,1 Points,4 Points,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,d,7.391369583001506,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
6000.jpg,9411.jpg,4 Points,0 Points,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,j,9.99405583299449,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
9010.jpg,5450.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,d,3.455775457998243,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
1540.jpg,1560.jpg,1 Point,0 Points,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,a,4.416310166994663,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
7006.jpg,9622.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,d,3.3253889590014296,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
5030.jpg,4274.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,s,3.3435706659984135,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
9156.jpg,7495.jpg,4 Points,1 Points,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,j,8.047404082997673,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
6910.jpg,9160.jpg,0 Points,4 Points,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,s,4.474046833001921,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
7096.jpg,1040.jpg,5 Points,0 Points,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,l,6.18705491700166,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
9910.jpg,6241.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,a,4.1539414589969965,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
1112.jpg,6415.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,d,3.905147791996569,space,1.837957166997512,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
1740.jpg,4533.jpg,0 Points,3 Points,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,l,2.6909870830022555,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
7183.jpg,9433.jpg,4 Points,1 Point,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,s,3.3995337919950543,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
9210.jpg,9254.jpg,1 Point,2 Points,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,s,4.0401141670045035,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
4532.jpg,7150.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,d,3.81746545799615,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
3022.jpg,9417.jpg,0 Points,1 Point,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,d,3.13828316699437,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
3069.jpg,6314.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,k,2.2599587500044436,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
8400.jpg,2490.jpg,1 Point,4 Points,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,k,3.237668833000498,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
8117.jpg,7281.jpg,5 Points,0 Points,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,d,5.193729624999833,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
8311.jpg,8161.jpg,2 Points,4 Points,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,d,2.3554219999969064,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
7010.jpg,9040.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,a,4.040703999995458,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
5970.jpg,9000.jpg,0 Points,4 Points,,,,,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,l,2.653355250000459,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
6610.jpg,9911.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,j,2.3161789999976463,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
2752.jpg,7360.jpg,2 Points,1 Point,,,,,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,k,1.9260304579984222,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
7090.jpg,2690.jpg,4 Points,1 Point,,,,,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,a,5.869159082994884,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
4279.jpg,2030.jpg,5 Points,0 Points,,,,,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,k,4.167219291997753,,,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
9920.jpg,5950.jpg,5 Points,0 Points,,,,,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,s,2.488731124994956,space,1.1852800000015122,27,2024-11-05_12h09.23.989,EPIDM,2023.1.2,None,
