L_Scene,R_Scene,L_Pts,R_Pts,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Recognition_Loop.thisRepN,Practice_Recognition_Loop.thisTrialN,Practice_Recognition_Loop.thisN,Practice_Recognition_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,RecStim_Loop.thisRepN,RecStim_Loop.thisTrialN,RecStim_Loop.thisN,RecStim_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,RecBrk_Loop.thisRepN,RecBrk_Loop.thisTrialN,RecBrk_Loop.thisN,RecBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.keys,Encoding_Resp.rt,EncBrk_Resp.keys,EncBrk_Resp.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,14.238775957999678,,,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
F078.jpg,L130.jpg,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,k,12.000382709000405,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
P036.jpg,P217.jpg,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,s,22.61777975000041,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
O161.jpg,F218.jpg,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,j,6.96134712499952,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
F279.jpg,A001.jpg,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,s,5.324297625000327,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
F273.jpg,A060.jpg,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,l,3.817522666999139,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
2393.jpg,L055.jpg,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,a,3.9375448749997304,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
1812.jpg,2593.jpg,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,k,2.8001220419992023,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
O013.jpg,A067.jpg,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,s,2.9941656249993684,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
P033.jpg,P034.jpg,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,d,7.317642542000613,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
A104.jpg,8186.jpg,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,l,3.64421479199882,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.9627812919989083,,,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
8041.jpg,9405.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,l,3.3025332079996588,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
1019.jpg,7004.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,a,2.348846707998746,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
9500.jpg,6834.jpg,1 Point,5 Points,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,k,4.882256667000547,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
7095.jpg,6900.jpg,1 Points,4 Points,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,l,3.078719209001065,,,65,2025-02-13_09h33.45.118,EPIDM,2023.1.2,None,
