L_Scene,R_Scene,L_Pts,R_Pts,Instructions_Loop.thisRepN,Instructions_Loop.thisTrialN,Instructions_Loop.thisN,Instructions_Loop.thisIndex,Redo_Instructions_Loop.thisRepN,Redo_Instructions_Loop.thisTrialN,Redo_Instructions_Loop.thisN,Redo_Instructions_Loop.thisIndex,Practice_Recognition_Loop.thisRepN,Practice_Recognition_Loop.thisTrialN,Practice_Recognition_Loop.thisN,Practice_Recognition_Loop.thisIndex,Practice_FB_Loop.thisRepN,Practice_FB_Loop.thisTrialN,Practice_FB_Loop.thisN,Practice_FB_Loop.thisIndex,RecStim_Loop.thisRepN,RecStim_Loop.thisTrialN,RecStim_Loop.thisN,RecStim_Loop.thisIndex,FB_Loop.thisRepN,FB_Loop.thisTrialN,FB_Loop.thisN,FB_Loop.thisIndex,RecBrk_Loop.thisRepN,RecBrk_Loop.thisTrialN,RecBrk_Loop.thisN,RecBrk_Loop.thisIndex,Transition_Enc.keys,Transition_Enc.rt,Encoding_Resp.keys,Encoding_Resp.rt,EncBrk_Resp.keys,EncBrk_Resp.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,19.297622665966628,,,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
F078.jpg,L130.jpg,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,l,9.146161498967558,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
P036.jpg,P217.jpg,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,s,8.415859415952582,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
O161.jpg,F218.jpg,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,k,20.545669707964407,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
F279.jpg,A001.jpg,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,d,15.235018749983283,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
F273.jpg,A060.jpg,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,s,8.658980040985625,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
2393.jpg,L055.jpg,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,d,14.582774290989619,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
1812.jpg,2593.jpg,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,l,5.483703290956328,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
O013.jpg,A067.jpg,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,s,9.936638332990697,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
P033.jpg,P034.jpg,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,k,5.367061582976021,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
A104.jpg,8186.jpg,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,d,9.733899915969232,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,19.299438457994256,,,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
2271.jpg,9405.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,k,9.593488249956863,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
1019.jpg,7004.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,j,6.526098541973624,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
9500.jpg,6834.jpg,1 Point,5 Points,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,k,19.661462665972067,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
7095.jpg,6900.jpg,1 Points,4 Points,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,j,16.03748966596322,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
5220.jpg,7570.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,j,22.504291207995266,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
5750.jpg,5991.jpg,5 Points,0 Points,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,j,9.419472666981164,space,51.361874207970686,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
9912.jpg,2750.jpg,5 Points,4 Points,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,l,11.021129499975359,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
7550.jpg,3053.jpg,1 Points,4 Points,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,k,3.3321169579867274,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
9250.jpg,3080.jpg,0 Points,1 Points,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,k,9.26660024895682,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
A053.jpg,2716.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,l,6.85133491596207,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
2518.jpg,1313.jpg,1 Point,4 Points,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,l,4.070380166958785,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
1230.jpg,9001.jpg,4 Points,1 Point,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,j,6.563694749987917,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
6836.jpg,5940.jpg,4 Points,0 Points,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,s,5.4951924159540795,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
9182.jpg,7235.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,j,7.215755457960768,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
1540.jpg,1560.jpg,1 Point,0 Points,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,j,11.009416832996067,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
9424.jpg,9280.jpg,4 Points,1 Point,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,a,11.25517174997367,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
1670.jpg,4274.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,a,5.949430457956623,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
9181.jpg,7502.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,k,5.064977623987943,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
6910.jpg,1200.jpg,0 Points,4 Points,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,j,7.413292957964586,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
9810.jpg,9400.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,k,12.422182290960336,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
9910.jpg,9561.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,a,8.5858620829531,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
1321.jpg,7000.jpg,3 Points,2 Points,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,d,5.20301174998167,space,1.413905082968995,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
1740.jpg,2385.jpg,0 Points,3 Points,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,k,9.043094832944917,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
9630.jpg,9180.jpg,2 Points,3 Points,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,d,7.539557915966725,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
9490.jpg,9254.jpg,1 Point,2 Points,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,l,6.465976915962528,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
7640.jpg,9600.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,l,3.8177427079644985,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
2352.2.jpg,6530.jpg,0 Points,1 Point,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,s,21.317873707972467,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
5875.jpg,7285.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,d,12.651687498990213,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
8400.jpg,2590.jpg,1 Point,4 Points,,,,,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,k,6.714820665976731,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
5800.jpg,5910.jpg,0 Points,5 Points,,,,,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,k,4.130471541953739,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
4609.jpg,1900.jpg,2 Points,4 Points,,,,,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,l,3.125780665955972,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
7050.jpg,2512.jpg,4 Points,1 Point,,,,,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,j,5.141310999955749,,,37,2024-12-08_12h58.54.383,EPIDM,2023.1.2,None,
